Comune;Provincia;Localit ;Tipologia;Tipologia secondaria;Categoria;Stelle;Denominazione;Indirizzo;Numero civico;Interno;CAP;Telefono;FAX;Posta elettronica;Sito internet;Zona;Accesso ai disabili;Piscina;Piscina coperta;Ristorante;Parcheggio;Sala conferenze;Aria condizionata;Giochi bimbi;Sauna;Solarium;Fitness;Animali ammessi;Centro storico;Zona fiera;Lago;Aeroporto;Autostrada;Impianti risalita;Stazione FS;Mare;Termale;Periferia;Collinare;Inglese;Francese;Tedesco;Spagnolo;Chiusura temporanea;Altri servizi;Codice identificativo;Data ultima modifica;Nuova classificazione LR11
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa per ferie;;;UGO E OLGA LEVI;San Marco;2894 piani terra, primo, secondo terzo;;30124;041786711;041786766;info@foresterialevi.it;www.foresterialevi.it;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;Si;;31089;42754;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa per ferie;;;UGO E OLGA LEVI;San Marco;2894 piani terra, primo, secondo terzo;;30124;041786711;041786766;info@foresterialevi.it;www.foresterialevi.it;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;Si;;31089;42754;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;CASA RELIGIOSA DI OSP ISTITUTO DELLE SUORE MAESTRE DI S. DOROTEA;CANNAREGIO;2928/B;;30121;041717022;0415226269;dorotee.ospitalita@smsd.it;www.smsd.it;venezia;Si;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;47478;42899;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;CASA RELIGIOSA DI OSP ISTITUTO DELLE SUORE MAESTRE DI S. DOROTEA;CANNAREGIO;2928/B;;30121;041717022;0415226269;dorotee.ospitalita@smsd.it;www.smsd.it;venezia;Si;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;47478;42899;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;CENTRO CULTURALE DON ORIONE ARTIGIANELLI;DORSODURO - RIO TERA\' FOSCARINI;909/A;;30123;041 5224077;041 5286214;daniela@donorione-venezia.it;www.donorione-venezia.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;31081;42821;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;CENTRO CULTURALE DON ORIONE ARTIGIANELLI;DORSODURO - RIO TERA\' FOSCARINI;909/A;;30123;041 5224077;041 5286214;daniela@donorione-venezia.it;www.donorione-venezia.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;31081;42821;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;ISTITUTO SAN GIUSEPPE;Castello;5402;;30122;0415226198;0415226198;ospitality@alice.it;;venezia;No;No;No;No;No;No;Si;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;CAPPELLA CON SERVIZIO LITURGICO;31093;43003;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;ISTITUTO SAN GIUSEPPE;Castello;5402;;30122;0415226198;0415226198;ospitality@alice.it;;venezia;No;No;No;No;No;No;Si;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;CAPPELLA CON SERVIZIO LITURGICO;31093;43003;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;KOSHER HOUSE GIARDINO DEI MELOGRANI;CANNAREGIO;2874;;30121;041/8226131;041/723922;hotel@jvenice.org;www.paradesrimonim.net;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;;46670;42920;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;KOSHER HOUSE GIARDINO DEI MELOGRANI;CANNAREGIO;2874;;30121;041/8226131;041/723922;hotel@jvenice.org;www.paradesrimonim.net;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;;46670;42920;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;RESIDENZA UNIVERSITARIA GESUITI DI VENEZIA;CANNAREGIO;4883 - 4885;;30131;041 5286579;041 2410158;info@collegiogesuiti.com;www.collegiogesuiti.com;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;Sala TV - Internetx ogni camera - Biblioteca - Lavanderia - Chiesa e Cappella - Basket;45384;42913;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;RESIDENZA UNIVERSITARIA GESUITI DI VENEZIA;CANNAREGIO;4883 - 4885;;30131;041 5286579;041 2410158;info@collegiogesuiti.com;www.collegiogesuiti.com;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;Sala TV - Internetx ogni camera - Biblioteca - Lavanderia - Chiesa e Cappella - Basket;45384;42913;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Centro soggiorno studi;;;CENTRO SOGGIORNO STUDI SAN SERVOLO;ISOLA DI SAN SERVOLO;;;30100;0412765405 - 0412765001;041 2765402;michela.tommasini@sanservolo.provincia.venezia.it;www.sanservolo.provincia.venezia.it;venezia;No;No;No;No;No;Si;Si;No;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;No;Si;No;No;No;No;SALE   CONGRESSI;31097;42898;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Centro soggiorno studi;;;CENTRO SOGGIORNO STUDI SAN SERVOLO;ISOLA DI SAN SERVOLO;;;30100;0412765405 - 0412765001;041 2765402;michela.tommasini@sanservolo.provincia.venezia.it;www.sanservolo.provincia.venezia.it;venezia;No;No;No;No;No;Si;Si;No;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;No;Si;No;No;No;No;SALE   CONGRESSI;31097;42898;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Centro soggiorno studi;;;LA COMPAGNIA DELLA VELA;Isola di San Giorgio Maggiore;5;;30100;0415200884;;segreteria@compvela.com;;venezia;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;71430;41963;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Centro soggiorno studi;;;LA COMPAGNIA DELLA VELA;Isola di San Giorgio Maggiore;5;;30100;0415200884;;segreteria@compvela.com;;venezia;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;71430;41963;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;CASA SANTA DOROTEA;Fondamenta San Girolamo - Cannaregio;2927/A;;30121;041717022  041-5243544;0415226269;ve.pensionatouniversitario@smsd.it;www.smsd.it;venezia;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;;31080;42899;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;CASA SANTA DOROTEA;Fondamenta San Girolamo - Cannaregio;2927/A;;30121;041717022  041-5243544;0415226269;ve.pensionatouniversitario@smsd.it;www.smsd.it;venezia;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;;31080;42899;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;DOMUS G. B. GIUSTINIAN;Santa Croce;326/A;;30100;041-710667;041719258;asilogiustinian@gmail.com;;venezia;Si;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;31085;42859;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;DOMUS G. B. GIUSTINIAN;Santa Croce;326/A;;30100;041-710667;041719258;asilogiustinian@gmail.com;;venezia;Si;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;31085;42859;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;OSTELLO VENEZIA;Fondamenta delle Zitelle- Giudecca;84/86;;30133;0418778288;;accounts.venice@generatorhostels.com;www.generatorhostels_com/it/destinazioni/venezia;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;POSTAZIONI INTERNET - WIFI - PREZZO COLAZIONE AGGIUNTIVA: ? 5,00 - CESTINO DA VIAGGIO ? 7,50;31079;42821;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;OSTELLO VENEZIA;Fondamenta delle Zitelle- Giudecca;84/86;;30133;0418778288;;accounts.venice@generatorhostels.com;www.generatorhostels_com/it/destinazioni/venezia;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;POSTAZIONI INTERNET - WIFI - PREZZO COLAZIONE AGGIUNTIVA: ? 5,00 - CESTINO DA VIAGGIO ? 7,50;31079;42821;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;VENISSA WINE RESORT;FONDAMENTA SANTA CATERINA;3;;30100;0415272281;0415272323;info@venissa.it;www.venissa.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;Si;;47210;42663;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;VENISSA WINE RESORT;FONDAMENTA SANTA CATERINA;3;;30100;0415272281;0415272323;info@venissa.it;www.venissa.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;Si;;47210;42663;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;54 PALACE;CASTELLO;3648;;30122;;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;115228;42269;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;54 PALACE;CASTELLO;3648;;30122;;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;115228;42269;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTI VENEZIA.COM;SAN POLO;919;;30100;3349771920;;info@appartamentivenezia.com;;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;178915;42831;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTI VENEZIA.COM;SAN POLO;919;;30100;3349771920;;info@appartamentivenezia.com;;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;178915;42831;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTI VENEZIA.COM 2;SAN POLO;916/B;;30100;3349771920;;info@appartamentivenezia.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;178921;42831;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTI VENEZIA.COM 2;SAN POLO;916/B;;30100;3349771920;;info@appartamentivenezia.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;178921;42831;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO AL COVO;castello;3944 b;;30100;3336764693;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;164105;42653;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO AL COVO;castello;3944 b;;30100;3336764693;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;164105;42653;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO ANDREE;SAN POLO;1112 A;;30100;;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;113102;42221;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO ANDREE;SAN POLO;1112 A;;30100;;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;113102;42221;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO CA\' SANTO SPIRITO;dorsoduro;94;;30100;;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;122025;42947;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO CA\' SANTO SPIRITO;dorsoduro;94;;30100;;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;122025;42947;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO MOZART VIVALDI;CASTELLO;5871/A;;30100;"0415289034; 3928646174";;info@arkimediaproject.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;191943;42891;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO MOZART VIVALDI;CASTELLO;5871/A;;30100;"0415289034; 3928646174";;info@arkimediaproject.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;191943;42891;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO RACHELE;CANNAREGIO;5122;;30100;041 5232458 - 348 9019100;;info@cariccio.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;190942;42886;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO RACHELE;CANNAREGIO;5122;;30100;041 5232458 - 348 9019100;;info@cariccio.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;190942;42886;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO SAN LUCA;SAN MARCO;4668;;30124;3407908099;;ninadd@alice.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;191942;42989;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTAMENTO SAN LUCA;SAN MARCO;4668;;30124;3407908099;;ninadd@alice.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;191942;42989;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTMENTO SUITE 735 - (temp. chiusa);DORSODURO;735/A;;30123;;;INFO@SUITE735.COM;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;;199372;43019;5 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;APPARTMENTO SUITE 735 - (temp. chiusa);DORSODURO;735/A;;30123;;;INFO@SUITE735.COM;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;;199372;43019;5 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;BEST LOCATION;CASTELLO;3688;;30100;041975679;;veneziaexperience@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;177110;42816;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;BEST LOCATION;CASTELLO;3688;;30100;041975679;;veneziaexperience@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;177110;42816;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DEI CANALI;DORSODURO;2632;D;30121;0415231675;;michela_franzato@yahoo.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;195431;43000;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DEI CANALI;DORSODURO;2632;D;30121;0415231675;;michela_franzato@yahoo.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;195431;43000;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DEL CAPITANO-CA\' DESDEMONA;CASTELLO;3682/B;;30100;041975679;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;177107;42816;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DEL CAPITANO-CA\' DESDEMONA;CASTELLO;3682/B;;30100;041975679;;;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;177107;42816;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DELL\'ARCHITETTO;CASTELLO;3685;PIANO 2 ;30100;041975679;;veneziaexperience@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;177113;42816;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DELL\'ARCHITETTO;CASTELLO;3685;PIANO 2 ;30100;041975679;;veneziaexperience@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;177113;42816;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DELLE FURLANE;CASTELLO;946/D;;30100;3497779668 - 0415208890 - fax: 041277417;;mmagris.mm@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;201214;43019;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' DELLE FURLANE;CASTELLO;946/D;;30100;3497779668 - 0415208890 - fax: 041277417;;mmagris.mm@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;201214;43019;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' MARTINA 3143;CANNAREGIO;3143/F;;30100;349 7393699;;camartina.venice@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;191054;42886;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' MARTINA 3143;CANNAREGIO;3143/F;;30100;349 7393699;;camartina.venice@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;191054;42886;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' MIRO;s croce;1265;;30100;349-4552279 3339644194;;benvenutiavenezia@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;167042;42970;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' MIRO;s croce;1265;;30100;349-4552279 3339644194;;benvenutiavenezia@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;167042;42970;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' MIRTA;castello;5964;;30100;333/2364917;;sistersapt.venice@tiscali.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;162505;42636;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' MIRTA;castello;5964;;30100;333/2364917;;sistersapt.venice@tiscali.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;162505;42636;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' ORSOLA;castello;3688;;30100;333/2364917;;sistersapt.venice@tiscali.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;162522;42636;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CA\' ORSOLA;castello;3688;;30100;333/2364917;;sistersapt.venice@tiscali.it;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;162522;42636;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CAPITELLO;san marco;203;;30100;3470083581;;VENICEAPARTMENT@HOTMAIL.IT;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;158622;42587;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CAPITELLO;san marco;203;;30100;3470083581;;VENICEAPARTMENT@HOTMAIL.IT;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;158622;42587;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CASA FLORA;SAN MARCO;2313;;30100;;;;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;WI FI, MENU CELIACI, SAUNA, SALA LETTURA, SERV BABY SITTING, NAVETTA;183545;42853;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CASA FLORA;SAN MARCO;2313;;30100;;;;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;WI FI, MENU CELIACI, SAUNA, SALA LETTURA, SERV BABY SITTING, NAVETTA;183545;42853;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CENTRALE MAZZONI;CANNAREGIO;96;;30100;0247952200;;vincenzo.cella@halldis.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;120106;42760;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CENTRALE MAZZONI;CANNAREGIO;96;;30100;0247952200;;vincenzo.cella@halldis.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;120106;42760;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CENTRALE MAZZONI DUE;cannaregio;96;;30100;0247952200;;vincenzo.cella@halldis.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;163862;42760;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CENTRALE MAZZONI DUE;cannaregio;96;;30100;0247952200;;vincenzo.cella@halldis.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;163862;42760;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CENTRALE MAZZONI TRE;cannaregio calle priuli dei cavaletti;96;;30100;0247952200;;vincenzo.cella@halldis.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;168329;42760;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;APPARTAMENTO;;;;CENTRALE MAZZONI TRE;cannaregio calle priuli dei cavaletti;96;;30100;0247952200;;vincenzo.cella@halldis.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;168329;42760;3 Leoni
